prop_name,borough,longitude,latitude,fountain_type,feature_status,boro
Rodney Park North,B,-73.956239,40.709011,A,Active,B
Tudor Park,Q,-73.848095,40.671469,C,Active,Q
Crotona Park,X,-73.897231,40.841569,C,Active,Bronx
Soundview Park,X,-73.870431,40.818002,Trough High Low,Active,Bronx
Bronx Park,X,-73.870393000000007,40.847141,Slop Sink,Active,Bronx
Holcombe Rucker Park,M,-73.936254,40.829374,Bottle Filler High Low,Active,M
McCarren Park,B,-73.94993,40.720081,Indoor Drinking Fountain,Active,B
Pelham Bay Park,X,-73.793957,40.867214,Indoor Drinking Fountain,Active,Bronx
Flushing Meadows Corona Park,Q,-73.84494,40.762453,C,Active,Q
St. James Park,X,-73.897444,40.865997,A,Active,Bronx
Alley Athletic Playground,Q,-73.734488,40.739996,Bottle Filler High Low,Active,Q
Central Park,M,-73.97136,40.780483,Water Cooler,Active,M
Clove Lakes Park,R,-74.10698,40.618152,A,Active,R
John Vincent Daniels Jr. Square,Q,-73.913455,40.744069,A,Active,Q
Plaut Triangle,Q,-73.797219,40.758381,C,Active,Q
Riverside Park,M,-73.970509,40.803151,Food Prep Sink,Active,M
Vidalia Park,X,-73.881644,40.843779,D,Active,Bronx
Clove Lakes Park,R,-74.110869,40.617921,A,Active,R
Noble Playground,X,-73.87185,40.836863,CS Metal,Active,Bronx
Bayswater Park,Q,-73.766985,40.598917,D,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.076074,40.579489,Bottle Filler High Low,Active,R
Clove Lakes Park,R,-74.11852,40.620033,Food Prep Sink,Active,R
Beach 9 Playground,Q,-73.744682,40.595627,A,Active,Q
Flushing Meadows Corona Park,Q,-73.840325000000007,40.749385,C,Active,Q
Sara D. Roosevelt Park,M,-73.994615,40.716139,E,Active,M
Cunningham Park,Q,-73.776292,40.728688,C,Active,Q
Willow Lake Playground,Q,-73.837082,40.722582,C,Active,Q
Admiral Playground,Q,-73.737614,40.770878,D,Active,Q
Faber Pool and Park,R,-74.135278,40.640856,A,Active,R
Central Park,M,-73.965836,40.789403,E,Active,M
Park Slope Playground,B,-73.978691,40.676847,A,Active,B
Hamilton Metz Field,B,-73.940415,40.662692,A,Active,B
Holocaust Memorial Park,B,-73.95356,40.582783,E,Active,B
Andries Playground,B,-73.946395,40.623041,D,Active,B
Whole Foods PAA,B,-73.990398,40.675611,Pedestal,Active,B
Flushing Meadows Corona Park,Q,-73.842426,40.751023000000004,B,Active,Q
Randall's Island Park,M,-73.924708,40.79288,Indoor Drinking Fountain,Active,M
Bridge Park,X,-73.926049,40.847735,C,Active,Bronx
Williamsbridge Oval,X,-73.878571,40.876656,Indoor Drinking Fountain,Active,Bronx
Kelly Park Playground,B,-73.956337,40.604577,D,Active,B
Walter Ward Playground,Q,-73.843504,40.657107,C,Active,Q
Red Hook Recreation Area,B,-74.004399,40.673048,A,Active,B
Claremont Park,X,-73.907921,40.837771,A,Active,Bronx
Albemarle Playground,B,-73.980532,40.645761,Other,Active,B
River Avenue Parks,X,-73.926689,40.825681,D,Active,Bronx
Harlem River Park,M,-73.934568,40.805902,B,Active,M
Markham Playground,R,-74.146202,40.622953,C,Active,R
Chelsea Park,M,-74.000839,40.749852,Indoor Drinking Fountain,Active,M
Mafera Park,Q,-73.891366,40.705924,C,Active,Q
Crotona Park,X,-73.893526,40.837954,E and Dog,Active,Bronx
Central Park,M,-73.954294,40.790588,D,Active,M
Riverside Park,M,-73.987504,40.781805,B,Active,M
Northern Playground,Q,-73.87484,40.755777,C,Active,Q
Haffen Park,X,-73.838921,40.873235,A,Active,Bronx
Rodney Park Center,B,-73.956509,40.708592,A,Active,B
Archie Spigner Park,Q,-73.78052,40.692604,D,Active,Q
Sara D. Roosevelt Park,M,-73.993043,40.718805,Indoor Drinking Fountain,Active,M
Bryan Park,X,-73.894004,40.86214,E,Active,Bronx
Monsignor Crawford Field,B,-73.916719,40.614374,D,Active,B
McKinley Park,B,-74.017925,40.625891,A,Active,B
Albemarle Playground,B,-73.980435,40.645916,A,Active,B
Seton Park,X,-73.916535,40.885601,A,Active,Bronx
Forest Park,Q,-73.836009,40.709378,E,Active,Q
Inwood Hill Park,M,-73.929052,40.867405,Indoor Drinking Fountain,Active,M
Prospect Park,B,-73.973676,40.661114,E High Low,Active,B
Crotona Park,X,-73.896168,40.835136,CS Concrete,Active,Bronx
Blue Heron Park,R,-74.170005,40.539673,Food Prep Sink,Active,R
Hattie Carthan Playground,B,-73.946157,40.685746,C,Active,B
Juniper Valley Park,Q,-73.877417,40.720604,Bottle Filler Wall,Active,Q
Bill Brown Playground,B,-73.945363,40.591655,A,Active,B
Willowbrook Park,R,-74.156252,40.606931,A,Active,R
"""Uncle"" Vito F. Maranzano Glendale Playground",Q,-73.88156,40.70484,A,Active,Q
ABC Playground,M,-73.986153,40.721828,D,Active,M
Coney Island Beach & Boardwalk,B,-73.958546,40.575288,E,Active,B
Manhattan Beach Park,B,-73.945396,40.576583,E,Active,B
Jesse Owens Playground,B,-73.932484,40.691653,CS Metal,Active,B
Fort Totten Park,Q,-73.776753,40.793049,Food Prep Sink,Active,Q
Coleman Playground,M,-73.993639,40.710721,A,Active,M
Carroll Park,B,-73.995553,40.681174,A,Active,B
DeSalvio Playground,M,-73.995975,40.721709,E High Low,Active,M
Matthews Muliner Playground,X,-73.861524,40.846866,C,Active,Bronx
Marconi Park,Q,-73.795465,40.694033,D,Active,Q
Carl Schurz Park,M,-73.943628,40.775894,E and Dog,Active,M
Bensonhurst Park,B,-73.999938,40.597821,CS Metal,Active,B
Havemeyer Playground,X,-73.847964,40.829933,A,Active,Bronx
Saratoga Park,B,-73.919542,40.6847,D,Active,B
Fort Independence Playground,X,-73.89489,40.882015,E,Active,Bronx
Printers Park,X,-73.890693,40.823459,C,Active,Bronx
John J Carty Park,B,-74.030154,40.612995,A,Active,B
Msgr. McGolrick Park,B,-73.943621,40.725022,E High Low,Active,B
Forest Park,Q,-73.866459,40.696082,B,Active,Q
Bushwick Inlet Park,B,-73.960596,40.721913,Indoor Drinking Fountain,Active,B
Brower Park,B,-73.943805,40.673878,C,Active,B
Brigadier General Charles Young Playground,M,-73.93616,40.819053,A,Active,M
Sol Lain Plgd,M,-73.983991,40.714372,CS Metal,Active,M
Brookville Park,Q,-73.742155,40.662097,D,Active,Q
Lincoln Terrace / Arthur S. Somers Park,B,-73.927273,40.665898,Bottle Filler High Low,Active,B
Washington Square Park,M,-73.998435,40.731182,E,Active,M
Playground Eighty LXXX,Q,-73.709599,40.744881,CS Metal,Active,Q
Cambria Playground,Q,-73.743452,40.689597,D,Active,Q
Merriam Playground,X,-73.926055,40.839063,C,Active,Bronx
Linden Park,B,-73.885394,40.65889,A,Active,B
John V. Lindsay East River Park,M,-73.974789,40.717435,C,Active,M
Pomonok Playground,Q,-73.814097,40.736091,CS Concrete,Active,Q
Clove Lakes Park,R,-74.107201,40.618268,Drinking Fountain Sink Combination,Active,R
Willoughby Playground,B,-73.946639,40.694464,A,Active,B
Bruckner Playground,X,-73.828433,40.826627,A,Active,Bronx
Lincoln Terrace / Arthur S. Somers Park,B,-73.927028,40.666289,C,Active,B
Prospect Park,B,-73.965469,40.665364,CS Metal,Active,B
Little Claremont Playground,X,-73.90396,40.838763,Bottle Filler High Low,Active,Bronx
Bronx Park,X,-73.870393000000007,40.847141,Indoor Drinking Fountain,Active,Bronx
Central Park,M,-73.9574,40.79302,E,Active,M
Pugsley Creek Park,X,-73.856098,40.814153,F and Dog,Active,Bronx
Lost Battalion Hall Recreation Center,Q,-73.865437,40.732074,E,Active,Q
Juniper Valley Park,Q,-73.883171,40.719826,E,Active,Q
Slope Park Playground,B,-73.989305,40.661353,D,Active,B
Risse Street Park,X,-73.885404,40.8788,J,Active,Bronx
Randall's Island Park,M,-73.914845,40.794847,Pedestal,Active,M
Red Hook Recreation Area,B,-74.006038,40.67243,A,Active,B
Highbridge Park,M,-73.931257,40.847356,A,Active,M
Wolfe's Pond Park,R,-74.190965,40.516427,A,Active,R
Flushing Meadows Corona Park,Q,-73.838754,40.74482,D,Active,Q
Forest Park,Q,-73.855233,40.700802,A,Active,Q
Canarsie Park,B,-73.893561,40.628362,H,Active,B
Homecrest Playground,B,-73.957287,40.586418,A,Active,B
Flushing Fields,Q,-73.81681,40.776088,A,Active,Q
Monsignor Raul Del Valle Square,X,-73.890552,40.820722,B,Active,Bronx
Sunset Park,B,-74.003793,40.647666,E,Active,B
Riverside Park,M,-73.964191,40.811545,A,Active,M
Central Park,M,-73.977251,40.767515,E and Dog,Active,M
Joyce Kilmer Park,X,-73.923022,40.828463,E,Active,Bronx
Walt Whitman Park,B,-73.989526,40.698587,E,Active,B
Union Square Park,M,-73.990473,40.735431,B,Active,M
Tompkinsville Park,R,-74.076517,40.637418,C,Active,R
Silver Lake Park,R,-74.092931,40.625815,Other,Active,R
Franklin D. Roosevelt Boardwalk and Beach,R,-74.0893,40.570252,A,Active,R
Grand Playground,X,-73.907282,40.856158,F,Active,Bronx
Flushing Meadows Corona Park,Q,-73.82728,40.723194,A,Active,Q
McLaughlin Park,B,-73.985808,40.696553,A,Active,B
Chelsea Recreation Center,M,-74.002219,40.748296,Food Prep Sink,Active,M
Cypress Hills Playground,B,-73.871855,40.671036,A,Active,B
Bronx Park,X,-73.877806,40.842724,C,Active,Bronx
Prospect Park,B,-73.963769,40.659168,B,Active,B
Evergreen Park,Q,-73.896488,40.697012,A,Active,Q
Bill Rainey Park,X,-73.898146,40.818125,B,Active,Bronx
Minetta Playground,M,-74.001449,40.73056,C,Active,M
Haffen Park,X,-73.839565,40.872766,A,Active,Bronx
Cypress Hills Playground,B,-73.871027,40.670358,C,Active,B
Battery Park City,M,-74.014356,40.716189,Other,Active,M
St. Mary's Park,X,-73.914103,40.811468,Indoor Drinking Fountain,Active,Bronx
Franklin D. Roosevelt Boardwalk and Beach,R,-74.078295,40.578122,E High Low,Active,R
John V. Lindsay East River Park,M,-73.976095,40.712914,E,Active,M
Hell's Kitchen Park,M,-73.99258,40.763011,A,Active,M
Marine Park,B,-73.926374,40.606495,D,Active,B
Mafera Park,Q,-73.891569,40.707251,C,Active,Q
Nelson Playground,X,-73.926569,40.834974,D,Active,Bronx
Red Hook Recreation Area,B,-74.005609,40.671958,A,Active,B
Riverside Park,M,-73.969633,40.806711,A,Active,M
Murphy Brothers Playground,M,-73.973317,40.730051,A,Active,M
Fort Totten Park,Q,-73.774485,40.792124,CS Metal,Active,Q
Elton Playground,B,-73.880912,40.665926,C,Active,B
Marc And Jason's Playground,B,-73.948887,40.663424,A,Active,B
Crotona Park,X,-73.898997,40.838494,A,Active,Bronx
Richmond Parkway,R,-74.198011,40.53206,C,Active,R
Pelham Bay Park,X,-73.790343,40.869711,A,Active,Bronx
Peter's Field,M,-73.981824,40.735948,D,Active,M
Ennis Playground,B,-73.994074,40.670671,C,Active,B
Crotona Park,X,-73.897527,40.840767,A,Active,Bronx
College Point Fields,Q,-73.837149,40.775435,D,Active,Q
Highbridge Park,M,-73.936563,40.836225,A,Active,M
Flushing Meadows Corona Park,Q,-73.843441,40.751619,Food Prep Sink,Active,Q
McCarren Park,B,-73.954136,40.721474,Bottle Filler,Active,B
Peters Field,Q,-73.775204,40.70569,A,Active,Q
Seward Park,M,-73.98921,40.714851,E,Active,M
P.O. Serrano Playground,X,-73.850588,40.82352,CS Metal,Active,Bronx
Baisley Pond Park,Q,-73.788334,40.668597,A,Active,Q
John V. Lindsay East River Park,M,-73.972901,40.723861,D,Active,M
Hempstead Ballfield,Q,-73.728733,40.710928,A,Active,Q
Colonel David Marcus Playground,B,-73.970214,40.609458,C,Active,B
Lafayette Playground,B,-73.985264,40.594635,Bottle Filler High Low,Active,B
Wards Island Park,M,-73.927264,40.789084,Water Cooler,Active,M
St. John's Park,B,-73.934705,40.674549,E,Active,B
Dean Playground,B,-73.972928,40.68053,CS Metal,Active,B
Starr Playground,Q,-73.917713,40.709888,D,Active,Q
Fort Tryon Park,M,-73.930467,40.86181,Stone,Active,M
Fraser Square,B,-73.941199,40.619983,E,Active,B
Cunningham Park,Q,-73.764876,40.738704,D,Active,Q
Van Voorhees Playground,B,-73.999701,40.690802,C,Active,B
Adam Yauch Park,B,-73.998864,40.692148,E,Active,B
Leif Ericson Park,B,-74.019146,40.635171,C,Active,B
Lyons Pool,R,-74.07415,40.637484,D,Active,R
Astoria Park,Q,-73.925179,40.775921,Indoor Drinking Fountain,Active,Q
Morgan Playground,X,-73.907556,40.831906,C,Active,Bronx
Cunningham Park,Q,-73.773426,40.729794,A,Active,Q
Brookville Park,Q,-73.74203,40.662792,A,Active,Q
John V. Lindsay East River Park,M,-73.974495,40.718977,C,Active,M
Markham Playground,R,-74.146372,40.623075,A,Active,R
Cunningham Park,Q,-73.770091,40.735853,A,Active,Q
Riverside Park,M,-73.984461,40.785721,Slop Sink,Active,M
Marine Park,B,-73.914213,40.600357,Food Prep Sink,Active,B
Joseph Austin Playground,Q,-73.801282,40.715972,A,Active,Q
Central Park,M,-73.95309,40.793705,Indoor Drinking Fountain,Active,M
Flushing Meadows Corona Park,Q,-73.837424,40.751761,Indoor Drinking Fountain,Active,Q
Cuyler Gore Park,B,-73.972058,40.68564,E,Active,B
Wingate Park,B,-73.943628,40.658812,A,Active,B
Springfield Park,Q,-73.762477,40.660059,D,Active,Q
Hamilton Fish Park,M,-73.981457,40.71998,Indoor Drinking Fountain,Active,M
Mellett Playground,B,-73.957701,40.597019,A,Active,B
Oxport Playground,B,-73.976166,40.697322,C,Active,B
Jerome Playground,B,-73.879485,40.658881,CS Concrete,Active,B
Loreto Playground,X,-73.852446,40.849605,E High Low,Active,Bronx
Flushing Meadows Corona Park,Q,-73.847088,40.747626,A,Active,Q
Morningside Park,M,-73.955945,40.809972,Food Prep Sink,Active,M
Reiff Playground,Q,-73.901356,40.718378,C,Active,Q
Callahan-Kelly Playground,B,-73.906252,40.678401,C,Active,B
Poor Richard's Playground,M,-73.943204,40.79297,C,Active,M
Centreville Playground,Q,-73.839476,40.670101,A,Active,Q
Alfred E. Smith Playground,M,-73.99738,40.711096,E,Active,M
Seward Park,M,-73.989673,40.714419,B,Active,M
Pelham Bay Park,X,-73.794138,40.866428,C,Active,Bronx
Tiffany Playground,X,-73.894252,40.824668,C,Active,Bronx
Forest Park,Q,-73.858115,40.700822,Indoor Drinking Fountain,Active,Q
Harris Park,X,-73.892634,40.876965,D,Active,Bronx
Cunningham Park,Q,-73.770275,40.735617,A,Active,Q
Rockaway Beach,Q,-73.840156,40.576016,Trough,Active,Q
Kissena Corridor Park,Q,-73.82189,40.749008,C,Active,Q
Arsenal West,M,-73.98292,40.769783,Water Cooler,Active,M
Central Park,M,-73.967719,40.772583,B,Active,M
Ocean Breeze Park,R,-74.075188,40.583077,Food Prep Sink,Active,R
Ferry Point Park,X,-73.837668,40.81048,A,Active,Bronx
Marcus Garvey Park,M,-73.942687,40.803589,E and Dog,Active,M
McCaffrey Playground,M,-73.991566,40.758968,B,Active,M
Alley Athletic Playground,Q,-73.736995,40.739314,A,Active,Q
Williamsbridge Oval,X,-73.877527,40.878045,C,Active,Bronx
Prospect Park,B,-73.973706,40.666899,Food Prep Sink,Active,B
Delphin H. Greene Playground,Q,-73.72872,40.684732,A,Active,Q
Pelham Bay Park,X,-73.794485,40.862968,A,Active,Bronx
Playground Sixty Two LXII,Q,-73.852764,40.735981,A,Active,Q
Marcus Garvey Park,M,-73.94486,40.804985,Indoor Drinking Fountain,Active,M
McGuire Fields,B,-73.898977,40.61982,D,Active,B
Dry Dock Playground,M,-73.975814,40.725376,A,Active,M
Weeksville Playground,B,-73.919359,40.677166,F High Low,Active,B
De Hostos Playground,B,-73.949409,40.702705,A,Active,B
Cobble Hill Park,B,-73.995865,40.688092,B,Active,B
Lieutenant John H. Martinson Playground,R,-74.162823,40.536762,C,Active,R
Rev. Dr. Maggie Howard Playground,R,-74.079124,40.622677,CS Metal,Active,R
Abigail Playground,X,-73.904733,40.817474,C,Active,Bronx
Dr. Green Playground,B,-73.906593,40.667433,C,Active,B
Riverside Park,M,-73.978044,40.79334,A,Active,M
Queens Valley Playground,Q,-73.823908,40.721849,D,Active,Q
Mapes Pool,X,-73.886654,40.846767,Indoor Drinking Fountain,Active,Bronx
Redfern Playground,Q,-73.749122,40.610988,A,Active,Q
Broad Channel Park,Q,-73.819723,40.601287,A,Active,Q
Maria Hernandez Park,B,-73.923709,40.703876,A,Active,B
Central Park,M,-73.963569,40.781282,E and Dog,Active,M
Flushing Meadows Corona Park,Q,-73.833778,40.751408,Indoor Drinking Fountain,Active,Q
Flushing Meadows Corona Park,Q,-73.845275,40.747435,A,Active,Q
Conference House Park,R,-74.254206,40.505172,Food Prep Sink,Active,R
Gonzalo Plasencia Playground,B,-74.008336,40.652316,C,Active,B
Central Park,M,-73.965843,40.783793,Indoor Drinking Fountain,Active,M
Little Bay Park,Q,-73.788768,40.790188,C,Active,Q
Howard Pool,B,-73.908936,40.672867,Drinking Fountain Sink Combination,Active,B
Mazzei Playground,X,-73.858151,40.862494,CS Metal,Active,Bronx
Sumner Playground,B,-73.942971,40.697511,F High Low,Active,B
Madison Square Park,M,-73.988491,40.741875,E,Active,M
Cunningham Park,Q,-73.772609,40.730078,Bottle Filler,Active,Q
Jennifer's Playground,R,-74.16351,40.620334,Indoor Drinking Fountain,Active,R
Central Park,M,-73.963562,40.781272,E,Active,M
Columbus Park,M,-73.9997,40.714554,A,Active,M
Kissena Park,Q,-73.810118,40.747665,A,Active,Q
J. Hood Wright Park,M,-73.942135,40.84665,E,Active,M
Wald Playground,M,-73.977046,40.719462,C,Active,M
Annadale Green,R,-74.177653,40.541648,A,Active,R
Rose Hill Park,X,-73.89076,40.861716,Indoor Drinking Fountain,Active,Bronx
Brookville Park,Q,-73.742124,40.66223,E,Active,Q
City Line Park,B,-73.87623,40.679452,C,Active,B
Betsy Head Park,B,-73.911695,40.664225,F High Low,Active,B
Coney Island Beach & Boardwalk,B,-73.96214,40.57493,E,Active,B
Brooklyn Bridge Park,B,-74.001365,40.692703,Bottle Filler Fountain,Active,B
Canarsie Park,B,-73.899503,40.627027,C,Active,B
East River Waterfront Esplanade,M,-73.989391,40.710068,Other,Active,M
Flushing Meadows Corona Park,Q,-73.836296,40.747282,A,Active,Q
Brownsville Playground,B,-73.902298,40.656695,D,Active,B
Washington Market Park,M,-74.012021,40.717211,Other,Active,M
Central Park,M,-73.959753,40.791201,Water Cooler,Active,M
Pelham Bay Park,X,-73.793558,40.861832,G,Active,Bronx
Belmont Playground,X,-73.887582,40.850066,C,Active,Bronx
Bobbie Lewis Jr. Playground,R,-74.160333,40.636604,A,Active,R
Van Cortlandt Park,X,-73.870765,40.900671,D,Active,Bronx
Central Park,M,-73.964085,40.781915,E and Dog,Active,M
Lincoln Terrace / Arthur S. Somers Park,B,-73.925535,40.666887,D,Active,B
Midland Field,R,-74.099125,40.576898,A,Active,R
Coney Island Beach & Boardwalk,B,-73.970851,40.574308,E,Active,B
Flushing Meadows Corona Park,Q,-73.84961,40.741963,A,Active,Q
Bush Terminal Park,B,-74.019051,40.653296,E,Active,B
Prospect Park,B,-73.971412,40.665535,CS Metal,Active,B
Marion Hopkinson Playground,B,-73.913164,40.68153,C,Active,B
Brower Park,B,-73.943297,40.674318,C,Active,B
Hope Ballfield,B,-73.917442,40.697352,Bottle Filler High Low,Active,B
Tribeca Park,M,-74.005643,40.720161,E,Active,M
Flushing Meadows Corona Park,Q,-73.843003,40.75175,Indoor Drinking Fountain,Active,Q
Van Cortlandt Park,X,-73.872722,40.903452,Bottle Filler Fountain,Active,Bronx
Harvard Playground,Q,-73.781588,40.708876,Bottle Filler High Low,Active,Q
Van Cortlandt Park,X,-73.89604,40.893753,F High Low,Active,Bronx
John Hancock Playground,B,-73.954642,40.682323,A,Active,B
Parade Ground,B,-73.966249,40.651552,E,Active,B
Dyker Beach Park,B,-74.018829,40.604682,A,Active,B
Trinity Park,B,-73.984312,40.698551,A,Active,B
McLaughlin Playground,Q,-73.766271,40.725433,C,Active,Q
Rockaway Beach,Q,-73.835949,40.577787,Trough,Active,Q
Booker T. Washington Playground,M,-73.963872,40.801224,C,Active,M
Yolanda García Park,X,-73.913738,40.823024,F High Low,Active,Bronx
Lanett Playground,Q,-73.743916,40.599359,CS Metal,Active,Q
Torsney Playground,Q,-73.921641,40.7473,F and Dog,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.067315,40.588157,A,Active,R
Wards Island Park,M,-73.9291,40.783958,Pedestal,Active,M
MacDonald Park,Q,-73.8463,40.722023,D,Active,Q
Vincent F. Albano Jr. Playground,M,-73.978425,40.741969,A,Active,M
Leif Ericson Park,B,-74.01067,40.630037,E,Active,B
Beach 17 Playground,Q,-73.751056,40.594875,A,Active,Q
Woodtree Playground,Q,-73.902167,40.777343,D,Active,Q
CPL. Thompson Park,R,-74.118525,40.639037,A,Active,R
Gutenberg Playground,M,-73.990088,40.763276,C,Active,M
De Witt Clinton Park,M,-73.994512,40.767754,D,Active,M
Stars & Stripes Playground,X,-73.839951,40.885151,C,Active,Bronx
Ethan Allen Playground,B,-73.887075,40.655447,A,Active,B
Bushwick Playground,B,-73.939488,40.701904999999996,A,Active,B
Alley Pond Park,Q,-73.739925,40.742046,B,Active,Q
De Hostos Playground,B,-73.949175,40.702437,C,Active,B
The Battery,M,-74.016013,40.703489,E and Dog,Active,M
St. Catherine's Park,M,-73.958784,40.765517,E High Low,Active,M
Langston Hughes Playground,M,-73.946426,40.812195,CS Metal,Active,M
Daniel M. O'Connell Playground,Q,-73.758039,40.699559,D,Active,Q
Seton Park,X,-73.917247,40.886502,A,Active,Bronx
Red Hook Recreation Area,B,-74.004045,40.672382,Indoor Drinking Fountain,Active,B
Mae Grant Playground,M,-73.949396,40.792424,A,Active,M
Hot Spot Tot Lot,B,-73.956578,40.631124,D,Active,B
John V. Lindsay East River Park,M,-73.9725,40.723456,E High Low,Active,M
Van Cortlandt Park,X,-73.877306,40.896562,A,Active,Bronx
Stop & Go Playground,X,-73.898938,40.844861,D,Active,Bronx
Red Hook Recreation Area,B,-74.003409,40.67234,D,Active,B
Samuel N. Bennerson 2nd Playground,M,-73.986729,40.773643,Bottle Filler High Low,Active,M
Colucci Playground,X,-73.834551,40.852268,F High Low,Active,Bronx
Sunset Park,B,-74.002121,40.646921,Indoor Drinking Fountain,Active,B
Pelham Bay Park,X,-73.824772,40.851828,Trough,Active,Bronx
Parade Ground,B,-73.970266,40.651261,Indoor Drinking Fountain,Active,B
Walker Park,R,-74.108829,40.643717,Food Prep Sink,Active,R
Irving Square Park,B,-73.909701,40.692077,E,Active,B
Flushing Meadows Corona Park,Q,-73.83719,40.733527,Double A,Active,Q
Lyons Pool,R,-74.074754,40.637536,Indoor Drinking Fountain,Active,R
Schmul Park,R,-74.18794,40.590134,Trough,Active,R
London Planetree Playground,Q,-73.853305,40.685806,D,Active,Q
Prospect Park,B,-73.973706,40.666899,Food Prep Sink,Active,B
Van Cortlandt Park,X,-73.898087,40.888524,Bottle Filler High Low,Active,Bronx
Bushwick Playground,B,-73.939377,40.701867,Indoor Drinking Fountain,Active,B
Ocean Hill Playground,B,-73.912238,40.674192,A,Active,B
Lost Battalion Hall Recreation Center,Q,-73.865514,40.731804,Slop Sink,Active,Q
Baruch Playground,M,-73.976995,40.717304,E,Active,M
Kennedy King Playground,B,-73.92188,40.658659,C,Active,B
John V. Lindsay East River Park,M,-73.973413,40.720448,E,Active,M
Inwood Hill Park,M,-73.929525,40.874279,A,Active,M
St. John's Park,B,-73.934271,40.674073,C,Active,B
Astoria Park,Q,-73.924201,40.775102,A,Active,Q
Mott Playground,X,-73.914863,40.831298,C,Active,Bronx
Sylvan Grove Cemetery,R,-74.192507,40.591001,E,Active,R
Colonel David Marcus Playground,B,-73.96972,40.609899,C,Active,B
Power Playground,B,-73.927133,40.618179,C,Active,B
Lincoln Terrace / Arthur S. Somers Park,B,-73.927809,40.66648,F High Low,Active,B
Central Park,M,-73.97136,40.780482,Water Cooler,Active,M
Elmhurst Park,Q,-73.885088,40.729217,E,Active,Q
Sternberg Park,B,-73.946949,40.70615,E and Dog,Active,B
Central Park,M,-73.973265,40.771433,Other,Active,M
Riverside Park,M,-73.962297,40.814891,CS Concrete,Active,M
Lyons Square Playground,X,-73.888304,40.822632,CS Metal,Active,Bronx
John Jay Park,M,-73.949244,40.769888,F High Low,Active,M
Central Park,M,-73.965843,40.783793,Water Cooler,Active,M
Central Park,M,-73.977097,40.768362,Bottle Filler Fountain,Active,M
Forest Park,Q,-73.85582,40.701372,A,Active,Q
Fort Totten Park,Q,-73.775617,40.794239,Food Prep Sink,Active,Q
Central Park,M,-73.954981,40.796487,A,Active,M
Central Park,M,-73.954541,40.790615,D,Active,M
Coffey Park,B,-74.007653,40.678178,E and Dog,Active,B
Mahoney Playground,R,-74.086113,40.64342,C,Active,R
Battery Park City,M,-74.016725,40.716895,Pedestal,Active,M
Sheltering Arms Playground,M,-73.95578,40.815241,Indoor Drinking Fountain,Active,M
Bildersee Playground,B,-73.911471,40.635225,A,Active,B
Hilltop Playground,B,-73.914263,40.675415,F,Active,B
Washington Square Park,M,-73.999244,40.731109,E,Active,M
Parade Ground,B,-73.96771,40.650989,Bottle Filler Fountain,Active,B
Silver Lake Park,R,-74.099175,40.62815,A,Active,R
Tilden Playground,B,-73.931418,40.647738,C,Active,B
Colgate Close,X,-73.881613,40.82466,C,Active,Bronx
Tony Dapolito Recreation Center,M,-74.005434,40.729629,Indoor Drinking Fountain,Active,M
Parade Ground,B,-73.968142,40.649996,A,Active,B
Manhattan Beach Park,B,-73.941775,40.576147,E,Active,B
Lefferts Playground,Q,-73.82057,40.66537,A,Active,Q
Benson Playground,B,-74.002037,40.602331,CS Concrete,Active,B
Coney Island Beach & Boardwalk,B,-73.972725,40.574031,E,Active,B
Brighton Playground,B,-73.965175,40.575254,C,Active,B
The Painter's Playground,Q,-73.860093,40.720741,A,Active,Q
Asphalt Green,M,-73.944348,40.779373,E High Low,Active,M
Crocheron Park,Q,-73.767819,40.772565,A,Active,Q
Marcus Garvey Park,M,-73.942202,40.805275,B,Active,M
Athens Square,Q,-73.922615,40.767695,E High Low,Active,Q
Battery Park City,M,-74.016357,40.712662,Other,Active,M
Jackie Robinson Playground,B,-73.959382,40.66561,A,Active,B
St. Mary's Park,X,-73.910554,40.809847,C,Active,Bronx
Macombs Dam Park,X,-73.926937,40.82767,Trough,Active,Bronx
Roy Wilkins Recreation Center,Q,-73.769516,40.687241,Indoor Drinking Fountain,Active,Q
Chiarantano Playground,B,-73.933512,40.636815,C,Active,B
Commodore Barry Park,B,-73.977796,40.69753,Slop Sink,Active,B
Flushing Meadows Corona Park,Q,-73.8385,40.746355,A,Active,Q
Bronx River Parkway,X,-73.871518,40.820322,C,Active,Bronx
Brownsville Playground,B,-73.902784,40.656223,Indoor Drinking Fountain,Active,B
James Forten Playground,B,-73.965642,40.67676,C,Active,B
Clawson Playground,R,-74.123873,40.561064,A,Active,R
Beach 17 Playground,Q,-73.748571,40.594526,D,Active,Q
Parade Ground,B,-73.970326,40.650065,A,Active,B
Marine Park,B,-73.937553,40.606866,Bottle Filler High Low,Active,B
Flushing Meadows Corona Park,Q,-73.845151,40.744158,D,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.065212,40.591037,D,Active,R
Flushing Meadows Corona Park,Q,-73.851289,40.759324,C,Active,Q
Baruch Playground,M,-73.977056,40.717243,C,Active,M
McCarren Park,B,-73.94993,40.720081,Indoor Drinking Fountain,Active,B
Flushing Meadows Corona Park,Q,-73.849412,40.740931,D,Active,Q
Pelham Bay Park,X,-73.823313,40.849743,C,Active,Bronx
